id,name,asins,primaryCategories,doRecommend,numHelpful,rating,text,title,username,reviewer
AVpjEN4jLJeJML43rpUe,"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",B018Y225IA,Electronics,TRUE,0,5,It was amazing everything was perfect and it came on time,Love it,Nathan,Bot
AVpgdkC8ilAPnD_xsvyi,Fire Tablet 7 Display Wi-Fi 16 GB - Includes Special Offers Black,B018Y22BI4,Electronics,TRUE,0,5,I upgraded to have more memory and this is a great little tablet. Works great and does everything I need it to do.,Excellent tablet,Sharky,Bot
AVqVGWQDv8e3D1O-ldFr,All-New Fire HD 8 Tablet 8 HD Display Wi-Fi 16 GB - Includes Special Offers Black,"B018SZT3BK,B01AHB9CN2",Electronics,TRUE,0,5,"Bright screen, lightweight, great price, I love it!",Great Tablet,LuvShopping,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,5,these work as well as any others,Five Stars,ByTracy,userBot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,5,love it,Five Stars,ByJw39723c,Bot
AVqkIhkhv8e3D1O-lebZ,All-New Fire HD 8 Tablet 8 HD Display Wi-Fi 16 GB - Includes Special Offers Blue,B01AHBBG04,Electronics,TRUE,0,5,This my 2nd Kindle. I am so happy with it. The price was right and I could not resist buying another.,An excellant product.,Northsider,Bot
AVqVGWLKnnc1JgDc3jF1,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Green Kid-Proof Case,B018Y23MNM,Electronics,TRUE,0,3,I like the ipad its very helpful my son has learned alot and i hope that it will help other kids too as they prepare for pre k,I love it,Urban,Bot
AVzYlGkFvKc47QAVeZRI,All-New Fire HD 8 Tablet with Alexa 8 HD Display 16 GB Marine Blue - with Special Offers,B01J94YIT6,Electronics,TRUE,0,4,"If you own an Alexa Device, This is a must have. It makes using an Amazon Device so easy. The OS is Android. It is not the most user friendly device for getting out apps but you will figure it out sooner or later. I deducted a star for that. For the price, It is a good device. Thanks!","If you own an Alexa Device, A Must Have!",Packerman8,Person
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",B010CEHQTG,"Electronics,Hardware",TRUE,0,5,"The echo show is great, works awesome together with my wink hub I can controle my whole house, another cool feature is I can sync my google calender to it and it shows my. upcoming events on the screen. Highly recommend the echo.",Echos are great,Mleg,Person
AVph0EeEilAPnD_x9myq,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Blue Kid-Proof Case,B018Y22C2Y,Electronics,TRUE,0,5,My daughter loves her tablet I love free time love the case it came with just right to buy for a kids first tablet,Kid Tablet,22Tronic,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,5,I am 100 satisfied with my purchase of these batteries,100 satisfied..,ByGPN,Person
AVpfpK8KLJeJML43BCuD,Amazon Tap Smart Assistant Alexaenabled (black) Brand New,B01BH83OOM,Electronics,TRUE,0,5,Sleep design and works great. Ideal gift for the person who has everything.,Great product,Kathy4901,Person
AVpftoij1cnluZ0-p5n2,Amazon - Kindle Voyage - 4GB - Wi-Fi + 3G - Black,B00IOYAM4I,Electronics,TRUE,3,5,The Kindle Voyage is definitely the way to go. I bought this Kindle to replace my 1st generation Kindle because I wanted a more compact model and the 3G capability this one offers. I am definitely a fan!,Love this Kindle,kpartipilo,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,5,"Five stars.They all worked, there were lots of them, and they didn't cost a lot.I like that they are packaged four per set in the big box, so there weren't just batteries EVERYWHERE!",Fantastic,ByWarflight,Person
AWMjT0WguC1rwyj_rFh3,Amazon - Echo Plus w/ Built-In Hub - Silver,B06XB29FPF,"Electronics,Hardware",TRUE,1,4,I’m pretty impressed with the technology. It’s a little annoying having to say Alexa all the time. I’ve purchases the links for the outlets and that’s all it’s really good for since the bulbs were too dim for me.,Cool device,Song,Person
AVqVGWLKnnc1JgDc3jF1,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Green Kid-Proof Case,B018Y23MNM,Electronics,TRUE,0,5,I love this tablet because I could control my children his time with it it's working out really great,It's amazing device,Nolie,Bot
AVpjEN4jLJeJML43rpUe,Fire Tablet with Alexa 7 Display 16 GB Blue - with Special Offers,B018Y225IA,Electronics,FALSE,0,5,Good item for children and is very inexpensive. Easy to hold and has a cover designed for it.,user friendly,nita,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,5,"Thats a whole lot of batteries! I ordered the 48 pack of AA batteries and its so much cheaper than a much smaller branded pack from the big chain stores. They arrived packaged well and wrapped nicely, see included pictures for details. I like to keep extra batteries around because most new electronics do not have included batteries these days. I hate getting a device in the mail and scavenging the house for batteries or stealing them from the remote controls. At this price, we can all afford to keep a bunch on hand. Ive tested these on several devices so far and they appear to be comparable to brand name batteries, they last a long time and bring all my electronics to life with renewed vigor. I'll definitely be buying more in the future.",A ton of batteries for cheap,ByMatthew B.,Person
AVqVGWQDv8e3D1O-ldFr,All-New Fire HD 8 Tablet 8 HD Display Wi-Fi 16 GB - Includes Special Offers Black,"B018SZT3BK,B01AHB9CN2",Electronics,TRUE,0,2,I'm planning on returning this tablet just as soon as I can!`,My tablet won't hold a charge,galezy,Bot
AVph0EeEilAPnD_x9myq,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Blue Kid-Proof Case,B018Y22C2Y,Electronics,TRUE,0,5,"I am so delighted I purchased this tablet for my toddler son! Pros: The rubber case allows the tablet to take quite a beating, which was crucial for this purchase. Another huge pro is that adults can use the tablet under their own sign-on which works like any other tablet. From the adult sign-on you can customize what your kids can watch, screen time allowance, and add or remove apps for them. The price isn't bad compared to the price of adult tabletsCons:Kind of bummed I can't link my Google Play apps I purchased but I guess it makes sense this is not a Google/Android product. The battery life isn't all that great, but the charger is fast!I wish there was a freeze option that would prevent kids from hitting the screen while watching Netflix or other videos Highly recommend for anyone with young children. You won't be disappointed!",Great tablet for the little ones,smd3284,userBot
AVpgdkC8ilAPnD_xsvyi,Fire Tablet 7 Display Wi-Fi 16 GB - Includes Special Offers Black,B018Y22BI4,Electronics,TRUE,0,5,Great sharp pictures and easy navigation. Enjoy the different background option for my books.,Great tablet,R2D2C3PO,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,5,good deal,Five Stars,Bykendall cote,reviewBot
AVzYlGnuGV-KLJ3abPUD,"All-New Fire 7 Tablet with Alexa 7"" Display 8 GB - Marine Blue",B01IO618J8,Electronics,TRUE,0,5,Great gift for my nieces. Its good for their games and movies,Great gift,Kikoy,userBot
AWK8z0pOIwln0LfXlSxH,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",B01J24C0TI,"Electronics,Hardware",TRUE,0,5,I like the video feature for my doorbell. Wish it automatically showed a picture when door bell rung. Does not FaceTime. Maybe later. Also not all cameras are compatible.,Adds to my Dots,Steve,Bot
AVpjEN4jLJeJML43rpUe,Fire Tablet with Alexa 7 Display 16 GB Blue - with Special Offers,B018Y225IA,Electronics,TRUE,0,5,"Perfect for surfing web. Love the size, not too big, not too small.",Good for reading book.,Penn,Bot
AVpfpK8KLJeJML43BCuD,Amazon Tap Smart Assistant Alexaenabled (black) Brand New,B01BH83OOM,Electronics,TRUE,0,5,"I purchased this as a Christmas gift for my daughter.She loves it, easy to use, speakers are more clear than her other devices Great volume",Gift,pmcc,Person
AVqVGWQDv8e3D1O-ldFr,All-New Fire HD 8 Tablet 8 HD Display Wi-Fi 16 GB - Includes Special Offers Black,"B018SZT3BK,B01AHB9CN2",Electronics,TRUE,1,5,Perfect for my wife and college daughter. Very easyTo learn reader.,Nice fire readers...2,Virkmars,Bot
AWFUWc8THh53nbDRF6YO,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",B010CEHQTG,"Electronics,Hardware",TRUE,0,5,Love the echo show. Nice to have a visual. Love the drop in feature!,Great screen and speakers,Jdsavannah,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,5,Very good batteries for price than major competing brands.,Good Batteries,ByMizlinn,Person
AVqVGWQDv8e3D1O-ldFr,All-New Fire HD 8 Tablet 8 HD Display Wi-Fi 16 GB - Includes Special Offers Black,"B018SZT3BK,B01AHB9CN2",Electronics,TRUE,0,5,This was a BIRTHDAY GIFT for my LITTLE one and she LOVED it!,My LITTLE one LOVE this TABLET,Sabryna,Bot
AVzYlGnuGV-KLJ3abPUD,"All-New Fire 7 Tablet with Alexa 7"" Display 8 GB - Marine Blue",B01IO618J8,Electronics,TRUE,0,5,This is the perfect Amazon fire tablet for kids and young adults,Perfect tablet for anyone,Theman,Person
AVpfw2hvilAPnD_xh0rH,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Pink Kid-Proof Case,B018Y226XO,"Toys & Games,Electronics",TRUE,0,5,Great price for product. It's get of you have kids.,Cute,Zimmerman,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,5,Good value,Five Stars,ByKelly,Bot
AVpjEN4jLJeJML43rpUe,Fire Tablet with Alexa 7 Display 16 GB Blue - with Special Offers,B018Y225IA,Electronics,TRUE,0,5,"I really like it, it's working out quite well for me wish I had bought one a lot sooner",It's great,Connie,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,5,"Great Product, Great Price, Amazon Rocks!!!",Five Stars,ByAmazonRocks,userBot
AVzYlGkFvKc47QAVeZRI,All-New Fire HD 8 Tablet with Alexa 8 HD Display 16 GB Marine Blue - with Special Offers,B01J94YIT6,Electronics,TRUE,0,5,"We bought this as a gift for our son's birthday - he couldn't be happier with color, and we couldn't be happier with the price. We now own 3 Kindles, and have been happy with every one!",Happy son!,Meekma5,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,5,A wonderful way to purchase these.,AAA Alkaline Batteries,ByCaptive Yet Free,Person
AVqkIdZiv8e3D1O-leaJ,Fire Tablet with Alexa 7 Display 16 GB Magenta - with Special Offers,B018Y224PY,Electronics,TRUE,5,5,"Love this tablet. I am not a computer... tablet geek and so I love how easy to use. I have 2 kindle fires, one for everything on a secure connection at home and one kindle (this one) that I travel with. I am not sure of security when I travel so I use this kindle when I travel for information -- google map, entertainment --youtube, games, ect.",Love the ease of use,condobound134,userBot
AVph0EeEilAPnD_x9myq,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Blue Kid-Proof Case,B018Y22C2Y,Electronics,TRUE,0,5,"Easy to use, very durable, kid mode extra safe, password needed for purchases and parental mode. All in all a wonderful tablet to own.",Nice tablet for a kid,GYaz,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,2,Does not last compared to name brands,Two Stars,ByWilliam D.,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,5,they are batteries at a low price how can you go wrong.We go threw a lot of batteries in my house and I am sick of running out of them . soi signed up for a reaccuring of these.they are cheaper then big box stores.,last as long as the big box stores.Just at a cheaper price.,Bymy toys,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,5,great value,Five Stars,BySWITCH,reviewBot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,All the batteries came dead so I did a return and got new ones. Second order was the same as the first.Update: still have yet to receive refund from second order after several weeks!!!,All dead twice,ByHeathenbill,Person
AVqVGWQDv8e3D1O-ldFr,All-New Fire HD 8 Tablet 8 HD Display Wi-Fi 16 GB - Includes Special Offers Black,"B018SZT3BK,B01AHB9CN2",Electronics,TRUE,0,4,Screen is good . Lack of Google play kinda hurts but you will survive. The issue of back buttons or multifunction buttons is that sometime they don't appear when you need them.. as they are part of the screen . So you have to kinda summons them which is a pain,Good for the price,Arnold,userBot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,5,These seem to last as long as any named brand battery. I'm not sure what will happen with corrosion in the long term storage items - I'll post more if they show corrosion issues.,Seem as good as Name Brand.,ByD. Francis,Person
AVqVGWQDv8e3D1O-ldFr,All-New Fire HD 8 Tablet 8 HD Display Wi-Fi 16 GB - Includes Special Offers Black,"B018SZT3BK,B01AHB9CN2",Electronics,TRUE,0,4,Easy to use reading device. Looking forward to watching movies on it. Great value,Great reading device,hage123,Bot
AVqkIhxunnc1JgDc3kg_,Fire HD 8 Tablet with Alexa 8 HD Display 16 GB Tangerine - with Special Offers,B018T075DC,Electronics,TRUE,0,5,I bought this tablet over the holidays when it was on sale. It has been a great tablet. The battery life is great on these new models. Also playing games everything moves smoothly since it has more ram. The durability of the tablet is great. This thing won't break if you drop it. The only thing I don't like is the fire os. You can't get everything you can get on the google store so not all apps are available.,great tablet very durable,boosta,userBot
AVzYlGkFvKc47QAVeZRI,All-New Fire HD 8 Tablet with Alexa 8 HD Display 16 GB Marine Blue - with Special Offers,B01J94YIT6,Electronics,TRUE,0,5,Easy to to set up & operate very lite weight nice color,Great tablet,angladms42,Bot
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet 8"" HD Display Wi-Fi 16 GB - Includes Special Offers Magenta",B01AHB9CN2,Electronics,TRUE,0,5,"Purchased this a couple of weeks ago, no complaints so far. Web pages load pretty quickly on the Silk browser, and the battery life is excellent. After installing Google Play Store (it's really easy!) even more apps are available. Can't beat this for under a hundred dollars!!!",Great bargain tablet.,Darjon,userBot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,5,Great batteries. Work well in our devices needing this size.,Work great,ByDF,userBot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"I bought these several months ago. I use them for Xbox One controllers. Using Duracell batteries I get roughly 20+ hours out of 2 AA.With these Amazon ones, after about 6-7 hours I start getting low battery notices, and unlike the Duracell that I get a few warnings with, I only get one shortly before losing all power. Stick with the name brands, I tried these generic ones and regret it.",Short life!!,Bypbickert,userBot
AVpfpK8KLJeJML43BCuD,Amazon Tap Smart Assistant Alexaenabled (black) Brand New,B01BH83OOM,Electronics,TRUE,0,5,"Love it, works better than anticipated. Also at a good price",Great device,Jusandy25,Bot
AVqVGWQDv8e3D1O-ldFr,All-New Fire HD 8 Tablet 8 HD Display Wi-Fi 16 GB - Includes Special Offers Black,"B018SZT3BK,B01AHB9CN2",Electronics,TRUE,0,4,I think the amazon fire offer should include a stand/cover as standard. I enjoy mine a lot more since I was forced to purchase a stand/cover which holds the tablet. Would have preferred an instruction sheet to grt everything set up for use.,Amazon fire,Rich,Bot
AVqVGWQDv8e3D1O-ldFr,All-New Fire HD 8 Tablet 8 HD Display Wi-Fi 16 GB - Includes Special Offers Black,"B018SZT3BK,B01AHB9CN2",Electronics,TRUE,0,5,I got myself 1 of these tablets and so far I love the way it works You can enlarge the print and change the lighting to make it easier to read. The only thing with it is you must have an Amazon account to use it.,I LOVE this tablet.,Fidget821,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,terrible,One Star,ByJosh B,Person
AVqkIhxunnc1JgDc3kg_,Fire HD 8 Tablet with Alexa 8 HD Display 16 GB Tangerine - with Special Offers,B018T075DC,Electronics,TRUE,0,5,Love everything about my Kindle. I'm a long-term Amazon Prime member.,Love it!!!!!,Factchecker,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,5,Absolutely perfect case for a near-perfect phone. This case fits perfectly.After a few days of use you'll forget you have a case on the phone.The phone's smooth rounded edges make it near impossible not to drop the phone occasionally. This case is a must for the LG v20.The quality of this case is the best I have ever seen in a smartphone case.Well done!,Perfect case for the LG V20,Byr,userBot
AVqkIdZiv8e3D1O-leaJ,Fire Tablet with Alexa 7 Display 16 GB Magenta - with Special Offers,B018Y224PY,Electronics,TRUE,0,5,"Compared to all other 7 inch Tablets, this Amazon Fire Tab just outperforms them by miles. And yes you can add the Google Play Store without rooting the device.",Simply Awesome.,webguru,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,5,good product,Five Stars,ByDarrin McDermott,reviewBot
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,5,Good product!,Five Stars,ByLYPU,Bot
AVqkIhxunnc1JgDc3kg_,Fire HD 8 Tablet with Alexa 8 HD Display 16 GB Tangerine - with Special Offers,B018T075DC,Electronics,TRUE,0,4,"Loved it very good screen quality and clarity, of course its amazon so alot of the regular google play store stuff from androids isnt Available, but they have there own version of stuff that is good also, my kids loved it, i loved it, i highly recommend buying it. But if your hooked on google play id go with a Samsung tablet.",Awesome Tablet,Siara90,userBot
AVqVGWLKnnc1JgDc3jF1,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Green Kid-Proof Case,B018Y23MNM,Electronics,TRUE,0,5,the product is working perfectly and the service was greatThank you,excellent product,Abutaha,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,These battery only last a few months in my dish network remote controls (have 10 of them). Duracells last over a yearI will no longer purchase Amazon batteries. Disappointed,i have allways been impressed with Amazon brand products.,ByJ. glandon,Bot
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,All were dead,One Star,ByJames J. Foy,Bot
AVqkIhxunnc1JgDc3kg_,Fire HD 8 Tablet with Alexa 8 HD Display 16 GB Tangerine - with Special Offers,B018T075DC,Electronics,TRUE,0,5,This tablet works as expected. I would recommend this tablet to anyone who needs a new tablet with great battery life.,Great product for the price,bob123,Bot
AVpjEN4jLJeJML43rpUe,Fire Tablet with Alexa 7 Display 16 GB Blue - with Special Offers,B018Y225IA,Electronics,TRUE,0,5,my dauther loves the tablet and I can get the SD to get more storage and load up all the disney movies that I purchased. it is a great purchase.,love it,jman,Bot
AVphPmHuilAPnD_x3E5h,Kindle Voyage E-reader 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light PagePress Sensors Wi-Fi - Includes Special Offers,B00IOY8XWQ,Electronics,TRUE,2,5,"The Amazon voyage really is a fantastic ereader. Prior to owning this tablet, I had a couple of PW2's which are great tablets in their own right. My wife knew that I had my eye on the Kindle Voyage but I was waiting to catch it during one of Amazon's rare sales events. Unfortunately my wife ended up buying it for me for Father's Day and I planned to take it back and wait for a sale but after comparing it to my PW2 side by side, I decided I couldn't wait for it to get cheaper and so I kept it. The PW2 is a great ereader (ended up giving it to my oldest son) but the Voyage is more crisp and the backlighting is quite a bit whiter. It's also a couple of ounces lighter and slimmer. Is it worth the upgrade? Definitely, if you can get it on sale (usually $150). At $199? Well, that's up to you. Obviously I paid full freight and I don't regret it.....much. :) With that being said, the PW3 is worth a look too. Same 300 ppi clarity but usually $80 to $100 cheaper. The Voyage has a bezel that's flush with it's glass so it's not the ""crumb catcher"" paperwhite is but hey, maybe you want to skip eating while you're reading and save the dough!",Best of the Best...but get it on sale if you can!,Kyoung33,Person
AVqVGWLKnnc1JgDc3jF1,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Green Kid-Proof Case,B018Y23MNM,Electronics,TRUE,0,5,My daughter loves her kindle and it's larger than the previous one she had. She enjoys it!,Great kindle for kids,Lyns,Bot
AVqkIhxunnc1JgDc3kg_,Fire HD 8 Tablet with Alexa 8 HD Display 16 GB Tangerine - with Special Offers,B018T075DC,Electronics,TRUE,0,5,Good tablet for the price. Nice display good performance.,Good tablet,Gemszky,Bot
AVpjEN4jLJeJML43rpUe,Fire Tablet with Alexa 7 Display 16 GB Blue - with Special Offers,B018Y225IA,Electronics,TRUE,0,4,We already had a tablet for our son and it was time to get one for our daughter. They are a good learning tool.,Good for kids,Matt,Bot
