id,name,asins,primaryCategories,doRecommend,numHelpful,rating,text,title,username,reviewer
AVzYlGkFvKc47QAVeZRI,All-New Fire HD 8 Tablet with Alexa 8 HD Display 16 GB Marine Blue - with Special Offers,B01J94YIT6,Electronics,TRUE,0,5,"Great product. It was easy to set it up and had it running in no time flat. Was a gift for me mom Who is tech challenged, she was using it very quickly.",Great Produxt,TRex,bot
AVpfw2hvilAPnD_xh0rH,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Pink Kid-Proof Case,B018Y226XO,"Toys & Games,Electronics",TRUE,0,5,"I love the parental controls available. You can set what time they can start and stop using, as well as how much time on each activity. Also love the guarantee of replacement.",Love it!,Treys,bot
AVph0EeEilAPnD_x9myq,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Blue Kid-Proof Case,B018Y22C2Y,Electronics,TRUE,0,5,"I love the parental controls available. You can set what time they can start and stop using, as well as how much time on each activity. Also love the guarantee of replacement.",Love it!,Treys,bot
AVqVGWLKnnc1JgDc3jF1,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Green Kid-Proof Case,B018Y23MNM,Electronics,TRUE,0,5,"I love the parental controls available. You can set what time they can start and stop using, as well as how much time on each activity. Also love the guarantee of replacement.",Love it!,Treys,bot
AVpgdkC8ilAPnD_xsvyi,Fire Tablet 7 Display Wi-Fi 16 GB - Includes Special Offers Black,B018Y22BI4,Electronics,TRUE,0,5,"I so love my Amazon fire tabletYou have.everything you want books, games etc. The picture are so clear and beautiful. I can't keep my son off of it . I'm thinking about getting another for him .He love watching videos of his favorite show",I love my Amazon Fire tablet,Trice,bot
AVqkIdZiv8e3D1O-leaJ,Fire Tablet with Alexa 7 Display 16 GB Magenta - with Special Offers,B018Y224PY,Electronics,TRUE,0,5,"I so love my Amazon fire tabletYou have.everything you want books, games etc. The picture are so clear and beautiful. I can't keep my son off of it . I'm thinking about getting another for him .He love watching videos of his favorite show",I love my Amazon Fire tablet,Trice,bot
AVpjEN4jLJeJML43rpUe,Fire Tablet with Alexa 7 Display 16 GB Blue - with Special Offers,B018Y225IA,Electronics,TRUE,0,5,"I so love my Amazon fire tabletYou have.everything you want books, games etc. The picture are so clear and beautiful. I can't keep my son off of it . I'm thinking about getting another for him .He love watching videos of his favorite show",I love my Amazon Fire tablet,Trice,bot
AVpgdkC8ilAPnD_xsvyi,Fire Tablet 7 Display Wi-Fi 16 GB - Includes Special Offers Black,B018Y22BI4,Electronics,TRUE,0,5,"I so love my Amazon fire tabletYou have.everything you want books, games etc. The picture are so clear and beautiful. I can't keep my son off of it . I'm thinking about getting another for him .He love watching videos of his favorite show",I love my Amazon Fire tablet,Trice,bot
AVpgdkC8ilAPnD_xsvyi,Fire Tablet 7 Display Wi-Fi 16 GB - Includes Special Offers Black,B018Y22BI4,Electronics,TRUE,0,5,"I bought this tablet for my three year old niece. It was easy to set up for her, and she loves it. I also purchased the Kids Free case, to protect it.",Great tablet!,Tricey,bot
AVqkIdZiv8e3D1O-leaJ,Fire Tablet with Alexa 7 Display 16 GB Magenta - with Special Offers,B018Y224PY,Electronics,TRUE,0,5,"I bought this tablet for my three year old niece. It was easy to set up for her, and she loves it. I also purchased the Kids Free case, to protect it.",Great tablet!,Tricey,bot
AVpjEN4jLJeJML43rpUe,Fire Tablet with Alexa 7 Display 16 GB Blue - with Special Offers,B018Y225IA,Electronics,TRUE,0,5,"I bought this tablet for my three year old niece. It was easy to set up for her, and she loves it. I also purchased the Kids Free case, to protect it.",Great tablet!,Tricey,bot
AVpjEN4jLJeJML43rpUe,"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",B018Y225IA,Electronics,TRUE,0,5,"I bought this tablet for my three year old niece. It was easy to set up for her, and she loves it. I also purchased the Kids Free case, to protect it.",Great tablet!,Tricey,bot
AVpgdkC8ilAPnD_xsvyi,Fire Tablet 7 Display Wi-Fi 16 GB - Includes Special Offers Black,B018Y22BI4,Electronics,TRUE,0,5,"My granddaughter loved her tablet and the color. It's amazing how easy it is for her to use, perfect birthday gift",Great tablet for school age,Tricky,bot
AVqkIdZiv8e3D1O-leaJ,Fire Tablet with Alexa 7 Display 16 GB Magenta - with Special Offers,B018Y224PY,Electronics,TRUE,0,5,"My granddaughter loved her tablet and the color. It's amazing how easy it is for her to use, perfect birthday gift",Great tablet for school age,Tricky,bot
AVpjEN4jLJeJML43rpUe,Fire Tablet with Alexa 7 Display 16 GB Blue - with Special Offers,B018Y225IA,Electronics,TRUE,0,5,"My granddaughter loved her tablet and the color. It's amazing how easy it is for her to use, perfect birthday gift",Great tablet for school age,Tricky,bot
AVpgdkC8ilAPnD_xsvyi,Fire Tablet 7 Display Wi-Fi 16 GB - Includes Special Offers Black,B018Y22BI4,Electronics,TRUE,0,5,"My granddaughter loved her tablet and the color. It's amazing how easy it is for her to use, perfect birthday gift",Great tablet for school age,Tricky,bot
AVpjEN4jLJeJML43rpUe,"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",B018Y225IA,Electronics,TRUE,0,5,"My granddaughter loved her tablet and the color. It's amazing how easy it is for her to use, perfect birthday gift",Great tablet for school age,Tricky,bot
AVpjEN4jLJeJML43rpUe,"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",B018Y225IA,Electronics,TRUE,0,5,"My granddaughter loved her tablet and the color. It's amazing how easy it is for her to use, perfect birthday gift",Great tablet for school age,Tricky,bot
AVqVGWQDv8e3D1O-ldFr,All-New Fire HD 8 Tablet 8 HD Display Wi-Fi 16 GB - Includes Special Offers Black,"B018SZT3BK,B01AHB9CN2",Electronics,TRUE,0,5,I broke my Fire 7 and decided to move up to the 8 and could not be more happy.,Great Tablet,Tridock,bot
AVqkIhxunnc1JgDc3kg_,Fire HD 8 Tablet with Alexa 8 HD Display 16 GB Tangerine - with Special Offers,B018T075DC,Electronics,TRUE,0,5,I broke my Fire 7 and decided to move up to the 8 and could not be more happy.,Great Tablet,Tridock,bot
AVqVGWQDv8e3D1O-ldFr,All-New Fire HD 8 Tablet 8 HD Display Wi-Fi 16 GB - Includes Special Offers Black,"B018SZT3BK,B01AHB9CN2",Electronics,TRUE,0,5,"Got it for my 9 year old son for his Common robot, he loves it, it's very easy to use and for the price well worth it",Works great,Tripdad,bot
AVqkIhxunnc1JgDc3kg_,Fire HD 8 Tablet with Alexa 8 HD Display 16 GB Tangerine - with Special Offers,B018T075DC,Electronics,TRUE,0,5,"Got it for my 9 year old son for his Common robot, he loves it, it's very easy to use and for the price well worth it",Works great,Tripdad,bot
AVqVGWQDv8e3D1O-ldFr,All-New Fire HD 8 Tablet 8 HD Display Wi-Fi 16 GB - Includes Special Offers Black,"B018SZT3BK,B01AHB9CN2",Electronics,TRUE,0,5,holds a charge better than any tablet i have ever had,love it...,Trish,bot
AVqkIhxunnc1JgDc3kg_,Fire HD 8 Tablet with Alexa 8 HD Display 16 GB Tangerine - with Special Offers,B018T075DC,Electronics,TRUE,0,5,holds a charge better than any tablet i have ever had,love it...,Trish,bot
AVqVGWQDv8e3D1O-ldFr,All-New Fire HD 8 Tablet 8 HD Display Wi-Fi 16 GB - Includes Special Offers Black,"B018SZT3BK,B01AHB9CN2",Electronics,TRUE,0,5,I bought this fire for my 7 year old and she loves it.,Great gift for my kids,Trish,bot
AVqkIhxunnc1JgDc3kg_,Fire HD 8 Tablet with Alexa 8 HD Display 16 GB Tangerine - with Special Offers,B018T075DC,Electronics,TRUE,0,5,I bought this fire for my 7 year old and she loves it.,Great gift for my kids,Trish,bot
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet 8"" HD Display Wi-Fi 16 GB - Includes Special Offers Magenta",B01AHB9CN2,Electronics,TRUE,0,5,I bought this fire for my 7 year old and she loves it.,Great gift for my kids,Trish,bot
AVpfw2hvilAPnD_xh0rH,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Pink Kid-Proof Case,B018Y226XO,"Toys & Games,Electronics",TRUE,0,5,"Very easy for my child to navigate. It was very easy to set it up. All the games, books and internet that's pre-loaded is awesome and so convenient",Great for a 4 year old!,Tristan,bot
AVph0EeEilAPnD_x9myq,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Blue Kid-Proof Case,B018Y22C2Y,Electronics,TRUE,0,5,"Very easy for my child to navigate. It was very easy to set it up. All the games, books and internet that's pre-loaded is awesome and so convenient",Great for a 4 year old!,Tristan,bot
AVqVGWLKnnc1JgDc3jF1,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Green Kid-Proof Case,B018Y23MNM,Electronics,TRUE,0,5,"Very easy for my child to navigate. It was very easy to set it up. All the games, books and internet that's pre-loaded is awesome and so convenient",Great for a 4 year old!,Tristan,bot
AVpgdkC8ilAPnD_xsvyi,Fire Tablet 7 Display Wi-Fi 16 GB - Includes Special Offers Black,B018Y22BI4,Electronics,TRUE,0,5,Bought this for a gift for some one who's old tablet won't work. Just the right size to play games on.,Great gift,Triway,bot
AVpjEN4jLJeJML43rpUe,Fire Tablet with Alexa 7 Display 16 GB Blue - with Special Offers,B018Y225IA,Electronics,TRUE,0,5,Bought this for a gift for some one who's old tablet won't work. Just the right size to play games on.,Great gift,Triway,bot
AVpgdkC8ilAPnD_xsvyi,Fire Tablet 7 Display Wi-Fi 16 GB - Includes Special Offers Black,B018Y22BI4,Electronics,TRUE,0,5,Bought this for a gift for some one who's old tablet won't work. Just the right size to play games on.,Great gift,Triway,bot
AVpfw2hvilAPnD_xh0rH,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Pink Kid-Proof Case,B018Y226XO,"Toys & Games,Electronics",TRUE,0,4,Not bad can with stand my almost 2 yr old daughters wrath of every day wear and tear. So it's a win for me....,Nice,Trljr80,bot
AVph0EeEilAPnD_x9myq,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Blue Kid-Proof Case,B018Y22C2Y,Electronics,TRUE,0,4,Not bad can with stand my almost 2 yr old daughters wrath of every day wear and tear. So it's a win for me....,Nice,Trljr80,bot
AVqVGWLKnnc1JgDc3jF1,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Green Kid-Proof Case,B018Y23MNM,Electronics,TRUE,0,4,Not bad can with stand my almost 2 yr old daughters wrath of every day wear and tear. So it's a win for me....,Nice,Trljr80,bot
AVqVGZN9QMlgsOJE6eUZ,Kindle Oasis E-reader with Leather Charging Cover - Black 6 High-Resolution Display (300 ppi) Wi-Fi - Includes Special Offers,B00REQKWGA,Electronics,TRUE,0,4,"Excellent reader night or day, sunshine or shade. Not as full function as earlier kindels",Excellent Reader,TRLPEACH,bot
AVqVGZO3nnc1JgDc3jGK,Kindle Oasis E-reader with Leather Charging Cover - Merlot 6 High-Resolution Display (300 ppi) Wi-Fi - Includes Special Offers,B00VINDBJK,"Electronics,Media",TRUE,0,4,"Excellent reader night or day, sunshine or shade. Not as full function as earlier kindels",Excellent Reader,TRLPEACH,bot
AVqVGZQBQMlgsOJE6eUb,Kindle Oasis E-reader with Leather Charging Cover - Walnut 6 High-Resolution Display (300 ppi) Wi-Fi - Includes Special Offers,B00ZS0G0PG,"Electronics,Media",TRUE,0,4,"Excellent reader night or day, sunshine or shade. Not as full function as earlier kindels",Excellent Reader,TRLPEACH,bot
AVqVGZN9QMlgsOJE6eUZ,"Kindle Oasis E-reader with Leather Charging Cover - Black 6"" High-Resolution Display (300 ppi) Wi-Fi - Includes Special Offers",B00REQKWGA,Electronics,TRUE,0,4,"Excellent reader night or day, sunshine or shade. Not as full function as earlier kindels",Excellent Reader,TRLPEACH,bot
AVqVGWQDv8e3D1O-ldFr,All-New Fire HD 8 Tablet 8 HD Display Wi-Fi 16 GB - Includes Special Offers Black,"B018SZT3BK,B01AHB9CN2",Electronics,TRUE,0,5,"The best product for the money. East to use, great color, great features. easy to set up and battery life is great.",Amazing Tablet!!,Tron,bot
AVqkIhxunnc1JgDc3kg_,Fire HD 8 Tablet with Alexa 8 HD Display 16 GB Tangerine - with Special Offers,B018T075DC,Electronics,TRUE,0,5,"The best product for the money. East to use, great color, great features. easy to set up and battery life is great.",Amazing Tablet!!,Tron,bot
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet 8"" HD Display Wi-Fi 16 GB - Includes Special Offers Magenta",B01AHB9CN2,Electronics,TRUE,0,5,"The best product for the money. East to use, great color, great features. easy to set up and battery life is great.",Amazing Tablet!!,Tron,bot
AVpgdkC8ilAPnD_xsvyi,Fire Tablet 7 Display Wi-Fi 16 GB - Includes Special Offers Black,B018Y22BI4,Electronics,TRUE,0,5,This was my brother's first laptop and he loves it.,Great laptop for beginner,Trouble,bot
AVpjEN4jLJeJML43rpUe,Fire Tablet with Alexa 7 Display 16 GB Blue - with Special Offers,B018Y225IA,Electronics,TRUE,0,5,This was my brother's first laptop and he loves it.,Great laptop for beginner,Trouble,bot
AVpfw2hvilAPnD_xh0rH,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Pink Kid-Proof Case,B018Y226XO,"Toys & Games,Electronics",TRUE,0,5,"The setup was super easy, the rugged case is awesome, and the selection of books, games, and movies v for the kids is fantastic! The two year no questions warranty makes it even better!",The Grandkids LOVE It!!!,Troutbum,bot
AVph0EeEilAPnD_x9myq,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Blue Kid-Proof Case,B018Y22C2Y,Electronics,TRUE,0,5,"The setup was super easy, the rugged case is awesome, and the selection of books, games, and movies v for the kids is fantastic! The two year no questions warranty makes it even better!",The Grandkids LOVE It!!!,Troutbum,bot
AVqVGWLKnnc1JgDc3jF1,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Green Kid-Proof Case,B018Y23MNM,Electronics,TRUE,0,5,"The setup was super easy, the rugged case is awesome, and the selection of books, games, and movies v for the kids is fantastic! The two year no questions warranty makes it even better!",The Grandkids LOVE It!!!,Troutbum,bot
AVph0EeEilAPnD_x9myq,Fire Kids Edition Tablet 7 Display Wi-Fi 16 GB Blue Kid-Proof Case,B018Y22C2Y,Electronics,TRUE,0,5,"The setup was super easy, the rugged case is awesome, and the selection of books, games, and movies v for the kids is fantastic! The two year no questions warranty makes it even better!",The Grandkids LOVE It!!!,Troutbum,bot
AVwjfXp4QMlgsOJE8qmk,All-New Fire HD 8 Kids Edition Tablet 8 HD Display 32 GB Blue Kid-Proof Case,B01J94SBEY,Electronics,TRUE,0,5,My kid loves this device n for the price it does and has lots of apps,Great kids tablet for the price,Truckerdad,bot
AVwjfXqqQMlgsOJE8qmm,All-New Fire HD 8 Kids Edition Tablet 8 HD Display 32 GB Pink Kid-Proof Case,B01J94SCAM,Electronics,TRUE,0,5,My kid loves this device n for the price it does and has lots of apps,Great kids tablet for the price,Truckerdad,bot
AVpgdkC8ilAPnD_xsvyi,Fire Tablet 7 Display Wi-Fi 16 GB - Includes Special Offers Black,B018Y22BI4,Electronics,TRUE,0,5,"First bought the Fire HD 8"" for myself and liked it so well that I got this one for my wife.",2nd purchase,truckguru,bot
AVqkIdZiv8e3D1O-leaJ,Fire Tablet with Alexa 7 Display 16 GB Magenta - with Special Offers,B018Y224PY,Electronics,TRUE,0,5,"First bought the Fire HD 8"" for myself and liked it so well that I got this one for my wife.",2nd purchase,truckguru,bot
